filename,price,area,room_type,location,utilities,gender_requirement,contact,notes,bedrooms,bathrooms
p51-l1_20250404-160805,,,phòng trọ,quận 11,,không yêu cầu,,gần đại học văn hiến  tiện ích xung quanh đầy đủ,,
p51-l3_20250404-160805,3k,,,q6,,không yêu cầu,,,,
p51-l4_20250404-160805,11  tr,,,q10,,không yêu cầu,,gần dhyd q5,,
p51-l6_20250404-160805,5 tr,200m,phòng ghép,q5,wifi;máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,,,
p52-l16_20250404-160805,,,,,máy giặt,nữ,,,,
p53-l0_20250404-160805,1 tr,,,q12,,không yêu cầu,,,2.0,
p53-l10_20250404-160805,500k,,,quận 5,,không yêu cầu,,gần chợ ,,
p53-l14_20250404-160805,", k",,,quận 1,máy lạnh,không yêu cầu,,gần chợ hồ thị kỷ - ngã bảy lý thái tổ)  - toà nhà mới xây 100%  - nội thất cơ bản: máy lạnh;gần các đh lớn ueh ,,
p53-l15_20250404-160805,", k",20m2,,q3,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần cầu lê văn sỹ;gần trường sa,,
p53-l18_20250404-160805,800k,,,q11,wifi;máy lạnh;máy giặt,không yêu cầu,,gần đầm sen chỉ với 1;gần các trường đại học & bệnh viện lớn  chủ quản,,
p53-l19_20250404-160805,,,,,,không yêu cầu,,gần võ văn kiệt thuận tiện đi trung tâm   điện 4,,
p53-l1_20250404-160805,,,,,máy lạnh;máy giặt,nữ,,,,
p53-l3_20250404-160805,,,,quận 8,,không yêu cầu,,,,
p53-l4_20250404-160805,", k",,,,máy lạnh,không yêu cầu,,,,
p53-l6_20250404-160805,", k",,,q5,,không yêu cầu,,,,
p53-l7_20250404-160805,,,,,máy lạnh,không yêu cầu,,,,
p54-l0_20250404-160805,,,,quận 6,máy giặt,không yêu cầu,,,,
p54-l12_20250404-160805,4k,25m2,,q1,ban công,không yêu cầu,,,,
p54-l13_20250404-160805,4k,,,q1,,không yêu cầu,,,32.0,2.0
p54-l15_20250404-160805,4k,25m2,,q11,ban công,không yêu cầu,,,,
p54-l3_20250404-160805,", k",,,,,không yêu cầu,,gần bệnh viện chợ rẫy,,
p54-l5_20250404-160805,,,,q11,chỗ để xe;máy giặt,không yêu cầu,,gần nhà thi đấu lãnh binh thăng q11  điện 3,,
p55-l18_20250404-160805,4k,,,quận 5,,không yêu cầu,,,,
p55-l19_20250404-160805,", k",,chung cư mini,quận 3,ban công,không yêu cầu,,gần ga sài gòn,,
p55-l1_20250404-160805,", k",,,q11,máy lạnh;toilet riêng,không yêu cầu,,gần vòng xoay lê đại hành q10  toilet riêng;gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,10.0
p55-l2_20250404-160805,,,,q6,,không yêu cầu,,,,
p55-l6_20250404-160805,,,,quận 7,,không yêu cầu,,,,
p56-l12_20250404-160805,1.2k,35m2,,quận 3,máy giặt,không yêu cầu,,gần bệnh viện quận 3 (1;gần các tiện ích như chợ,,
p56-l13_20250404-160805,", k",300m,,quận 1,wifi;máy lạnh;ban công;máy giặt;tủ lạnh,không yêu cầu,,gần sát mặt tiền  full nội thất gồm: giường,,
p56-l16_20250404-160805,,300m,,quận 1,wifi;ban công,không yêu cầu,,,,
p56-l17_20250404-160805,1k,,,nguyễn trãi,wifi;máy lạnh;tủ lạnh,không yêu cầu,,gần các tuyến đh quận 5,,
p56-l18_20250404-160805,,,,,máy lạnh,không yêu cầu,,gần chợ - nhiều tiện ích  • giờ giấc tự do - ra vào vân tay  • bảo vệ trông xe  • phòng cửa sổ thoáng  • có sẵn máy lạnh  điện 3800/kwh nước 100,,
p56-l5_20250404-160805,", k",,,quận 1,,không yêu cầu,,gần chợ,,
p56-l8_20250404-160805,", k",,phòng trọ,q5,wifi;máy giặt,không yêu cầu,,,,
p57-l0_20250404-160805,,,,q11,máy giặt,không yêu cầu,,gần chợ - nhiều tiện ích   điện 3,,
p57-l10_20250404-160805,"3,8 tr",25m²,chung cư mini,quận 10,máy lạnh;chỗ để xe;tủ lạnh,không yêu cầu,,,,
p57-l11_20250404-160805,", k",25m2,,quận 3,máy lạnh,không yêu cầu,,gần các địa điểm ăn uống;gần trung tâm thành phố - gần các tuyến đường chính như nguyễn thị minh khai,,
p57-l15_20250404-160805,5tr,,phòng trọ,q7,,không yêu cầu,,gần kcx tân thuận ,,
p57-l2_20250404-160805,300k,,,q6,máy lạnh,không yêu cầu,,gần đoạn võ văn kiệt q5  gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,
p57-l5_20250404-160805,", tr",20m,chung cư mini,quận 3,máy lạnh;ban công;tủ lạnh,không yêu cầu,,gần bờ kè;gần cầu lê văn sỹ)  -  vị trí trung tâm q,,
p58-l10_20250404-160805,", k",,phòng ghép,,wifi;máy lạnh,không yêu cầu,,gần trung tâm,,
p58-l17_20250404-160805,", k",,,,ban công,không yêu cầu,,,,
p58-l19_20250404-160805,", k",,,quận 7,máy lạnh,không yêu cầu,,,,
