,filename,address
708,p90-l14_20250404-160805,"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh"
709,p90-l15_20250404-160805,"338/18 an dương vương, Phường 4, Quận 5, Tp Hồ Chí Minh"
710,p90-l18_20250404-160805,"429, Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh"
711,p90-l9_20250404-160805,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh"
712,p91-l0_20250404-160805,"Đường D4, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh"
713,p91-l14_20250404-160805,"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh"
714,p91-l4_20250404-160805,"Đường Tân Hóa, Phường 3, Quận 11, Tp Hồ Chí Minh"
715,p91-l5_20250404-160805,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh"
716,p92-l1_20250404-160805,"Đường An Dương Vương, Phường 14, Quận 6, Tp Hồ Chí Minh"
717,p92-l5_20250404-160805,"Đường Trường Sơn, Phường 15, Quận 10, Tp Hồ Chí Minh"
718,p93-l0_20250404-160805,"Đường Vòng xoay Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh"
719,p93-l10_20250404-160805,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh"
720,p93-l12_20250404-160805,"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh"
721,p93-l13_20250404-160805,"Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh"
722,p93-l14_20250404-160805,"Đường Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh"
723,p93-l17_20250404-160805,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh"
724,p93-l1_20250404-160805,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh"
725,p93-l4_20250404-160805,"Đường Hồng Bàng, Phường 11, Quận 5, Tp Hồ Chí Minh"
726,p93-l6_20250404-160805,"Cầu Chà Và, Phường 10, Quận 5, Tp Hồ Chí Minh"
727,p93-l7_20250404-160805,"Cầu Nguyễn Văn Cừ, Phường 10, Quận 5, Tp Hồ Chí Minh"
728,p94-l12_20250404-160805,"Cầu Chữ Y, Phường 1, Quận 5, Tp Hồ Chí Minh"
729,p94-l7_20250404-160805,"Đường Hồ Bá Kiện, Phường 15, Quận 10, Tp Hồ Chí Minh"
730,p95-l13_20250404-160805,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh"
731,p95-l17_20250404-160805,"Đường Nguyễn Thông, Phường 9, Quận 3, Tp Hồ Chí Minh"
732,p95-l18_20250404-160805,"359, Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh"
733,p95-l1_20250404-160805,"Đường Vòng xoay Lê Đại Hành, Phường 15, Quận 10, Tp Hồ Chí Minh"
734,p95-l2_20250404-160805,"87, Đường Trần Ðình Xu, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh"
735,p95-l5_20250404-160805,"Song Hành, Phường 13, Quận 5, Tp Hồ Chí Minh"
736,p96-l13_20250404-160805,"Đường Gia Phú, Phường 13, Quận 5, Tp Hồ Chí Minh"
737,p96-l18_20250404-160805,"Cầu phạm Văn Chí, Phường 10, Quận 6, Tp Hồ Chí Minh"
738,p97-l14_20250404-160805,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh"
739,p97-l17_20250404-160805,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh"
740,p97-l7_20250404-160805,"Hẻm 623 Đường Cách Mạng Tháng 8, Phường 15, Quận 10, Tp Hồ Chí Minh"
741,p97-l8_20250404-160805,"Đường Trần Hưng Đạo, Phường 2, Quận 5, Tp Hồ Chí Minh"
742,p98-l7_20250404-160805,"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh"
743,p99-l14_20250404-160805,"Đường Song Hành, Phường 10, Quận 6, Tp Hồ Chí Minh"
744,p99-l18_20250404-160805,"Đường Võ Văn Kiệt, Phường 13, Quận 5, Tp Hồ Chí Minh"
